hy,nd_id,fl_id,value
6217,3,17,14.69
6218,1,17,12.3
6218,2,17,11.32
6218,3,17,11.32
6219,1,17,17.83
6219,2,17,16.18
6219,3,17,16.39
6220,1,17,28.3
6220,2,17,28.17
6220,3,17,28.17
6221,1,17,42.71
6221,2,17,39.92
6221,3,17,40.17
6222,1,17,45.25
6222,2,17,36.03
6222,3,17,38.99
6223,1,17,45.94
6223,2,17,31.04
6223,3,17,43.8
6224,1,17,45.73
6224,2,17,29.13
6224,3,17,46.1
6225,1,17,46.66
6225,2,17,29.07
6225,3,17,47.44
6226,1,17,45.1
6226,2,17,28.26
6226,3,17,47.21
6227,1,17,43.92
6227,2,17,28.6
6227,3,17,48.96
6228,1,17,42.53
6228,2,17,28.49
6228,3,17,46.04
6229,1,17,40.89
6229,2,17,29.75
6229,3,17,43.74
6230,1,17,41.03
6230,2,17,30.01
6230,3,17,40.12
6231,1,17,40.59
6231,2,17,34.76
6231,3,17,40.31
6232,1,17,40.28
6232,2,17,36.8
6232,3,17,44.06
6233,1,17,42.57
6233,2,17,42.04
6233,3,17,45.14
6234,1,17,43.12
6234,2,17,40.98
6234,3,17,44.27
6235,1,17,41.44
6235,2,17,32.52
6235,3,17,39.95
6236,1,17,39.07
6236,2,17,27.17
6236,3,17,38.78
6237,1,17,33.02
6237,2,17,23.43
6237,3,17,39.25
6238,1,17,27.87
6238,2,17,21.98
6238,3,17,26.4
6239,1,17,23.01
6239,2,17,18.61
6239,3,17,22.03
6240,1,17,19.58
6240,2,17,18.91
6240,3,17,23.05
6241,1,17,20.01
6241,2,17,19.01
6241,3,17,19.68
6242,1,17,19.51
6242,2,17,21.72
6242,3,17,21.72
6243,1,17,23.83
6243,2,17,25.0
6243,3,17,25.0
6244,1,17,38.31
6244,2,17,34.99
6244,3,17,34.99
6245,1,17,46.9
6245,2,17,47.0
6245,3,17,47.0
6246,1,17,47.59
6246,2,17,51.16
6246,3,17,51.16
6247,1,17,46.16
6247,2,17,48.44
6247,3,17,49.29
6248,1,17,45.24
6248,2,17,46.4
6248,3,17,46.4
6249,1,17,45.31
6249,2,17,44.62
6249,3,17,44.84
6250,1,17,40.95
6250,2,17,39.99
6250,3,17,41.77
6251,1,17,37.97
6251,2,17,35.14
6251,3,17,38.15
6252,1,17,36.83
6252,2,17,33.36
6252,3,17,36.05
6253,1,17,36.33
6253,2,17,38.0
6253,3,17,38.0
6254,1,17,36.37
6254,2,17,40.05
6254,3,17,40.34
6255,1,17,42.0
6255,2,17,44.16
6255,3,17,44.16
6256,1,17,46.76
6256,2,17,46.73
6256,3,17,46.73
6257,1,17,48.93
6257,2,17,48.9
6257,3,17,48.9
6258,1,17,48.29
6258,2,17,47.7
6258,3,17,47.75
6259,1,17,40.99
6259,2,17,42.57
6259,3,17,43.08
6260,1,17,36.71
6260,2,17,34.1
6260,3,17,37.19
6261,1,17,31.7
6261,2,17,26.68
6261,3,17,31.83
6262,1,17,29.05
6262,2,17,28.54
6262,3,17,28.69
6263,1,17,25.95
6263,2,17,26.25
6263,3,17,26.25
6264,1,17,24.36
6264,2,17,24.78
6264,3,17,24.98
6265,1,17,23.2
6265,2,17,24.2
6265,3,17,20.52
6266,1,17,22.8
6266,2,17,23.73
6266,3,17,23.73
6267,1,17,24.53
6267,2,17,25.08
6267,3,17,25.08
6268,1,17,28.36
6268,2,17,24.74
6268,3,17,24.74
6269,1,17,32.27
6269,2,17,27.6
6269,3,17,27.6
6270,1,17,36.53
6270,2,17,32.0
6270,3,17,32.0
6271,1,17,37.02
6271,2,17,32.99
6271,3,17,34.0
6272,1,17,34.07
6272,2,17,30.06
6272,3,17,33.8
6273,1,17,32.49
6273,2,17,30.24
6273,3,17,33.76
6274,1,17,29.76
6274,2,17,30.87
6274,3,17,32.22
6275,1,17,28.1
6275,2,17,28.09
6275,3,17,29.09
6276,1,17,26.72
6276,2,17,25.97
6276,3,17,26.98
6277,1,17,27.78
6277,2,17,26.01
6277,3,17,26.59
6278,1,17,28.26
6278,2,17,28.01
6278,3,17,27.04
6279,1,17,32.79
6279,2,17,32.67
6279,3,17,28.8
6280,1,17,38.1
6280,2,17,38.73
6280,3,17,35.74
6281,1,17,40.97
6281,2,17,43.91
6281,3,17,43.91
6282,1,17,40.07
6282,2,17,44.74
6282,3,17,44.8
6283,1,17,34.73
6283,2,17,38.39
6283,3,17,41.28
6284,1,17,31.98
6284,2,17,35.31
6284,3,17,37.46
6285,1,17,28.18
6285,2,17,30.09
6285,3,17,33.9
6286,1,17,24.4
6286,2,17,23.94
6286,3,17,26.89
6287,1,17,21.01
6287,2,17,17.33
6287,3,17,22.12
6288,1,17,18.47
6288,2,17,15.87
6288,3,17,18.9
6289,1,17,16.82
6289,2,17,16.86
6289,3,17,12.06
6290,1,17,17.44
6290,2,17,16.08
6290,3,17,12.87
6291,1,17,16.66
6291,2,17,16.09
6291,3,17,17.87
6292,1,17,17.45
6292,2,17,16.81
6292,3,17,19.46
6293,1,17,19.02
6293,2,17,16.88
6293,3,17,19.63
6294,1,17,20.33
6294,2,17,20.13
6294,3,17,21.66
6295,1,17,21.05
6295,2,17,19.73
6295,3,17,22.13
6296,1,17,21.02
6296,2,17,19.38
6296,3,17,22.18
6297,1,17,21.43
6297,2,17,19.95
6297,3,17,22.29
6298,1,17,20.07
6298,2,17,18.36
6298,3,17,23.59
6299,1,17,17.83
6299,2,17,15.72
6299,3,17,22.76
6300,1,17,16.18
6300,2,17,15.91
6300,3,17,19.16
6301,1,17,15.15
6301,2,17,16.03
6301,3,17,18.62
6302,1,17,15.69
6302,2,17,16.04
6302,3,17,16.04
6303,1,17,22.29
6303,2,17,21.06
6303,3,17,22.87
6304,1,17,29.29
6304,2,17,29.37
6304,3,17,28.58
6305,1,17,35.9
6305,2,17,37.37
6305,3,17,37.37
6306,1,17,37.1
6306,2,17,38.03
6306,3,17,38.03
6307,1,17,34.82
6307,2,17,33.95
6307,3,17,35.0
6308,1,17,33.14
6308,2,17,33.01
6308,3,17,34.41
6309,1,17,29.19
6309,2,17,31.31
6309,3,17,31.65
6310,1,17,25.86
6310,2,17,26.76
6310,3,17,31.64
6311,1,17,23.77
6311,2,17,23.97
6311,3,17,27.3
6312,1,17,22.21
6312,2,17,21.64
6312,3,17,24.48
6313,1,17,21.46
6313,2,17,22.34
6313,3,17,22.34
6314,1,17,22.16
6314,2,17,21.7
6314,3,17,23.04
6315,1,17,27.46
6315,2,17,26.31
6315,3,17,27.53
6316,1,17,40.96
6316,2,17,42.67
6316,3,17,43.98
6317,1,17,46.8
6317,2,17,49.54
6317,3,17,52.33
6318,1,17,47.19
6318,2,17,50.55
6318,3,17,51.85
6319,1,17,45.54
6319,2,17,46.93
6319,3,17,51.06
6320,1,17,44.44
6320,2,17,42.01
6320,3,17,43.43
6321,1,17,43.45
6321,2,17,38.99
6321,3,17,42.71
6322,1,17,41.61
6322,2,17,34.75
6322,3,17,44.26
6323,1,17,39.54
6323,2,17,30.65
6323,3,17,39.96
6324,1,17,38.4
6324,2,17,29.88
6324,3,17,36.78
6325,1,17,39.53
6325,2,17,32.24
6325,3,17,36.08
6326,1,17,40.72
6326,2,17,37.94
6326,3,17,39.97
6327,1,17,43.04
6327,2,17,44.19
6327,3,17,45.32
6328,1,17,46.47
6328,2,17,47.77
6328,3,17,48.46
6329,1,17,49.6
6329,2,17,52.45
6329,3,17,52.45
6330,1,17,48.86
6330,2,17,48.99
6330,3,17,52.48
6331,1,17,43.44
6331,2,17,42.1
6331,3,17,43.42
6332,1,17,37.72
6332,2,17,38.97
6332,3,17,40.56
6333,1,17,32.19
6333,2,17,28.0
6333,3,17,36.8
6334,1,17,30.8
6334,2,17,27.19
6334,3,17,32.49
6335,1,17,26.28
6335,2,17,25.74
6335,3,17,29.18
6336,1,17,25.06
6336,2,17,23.58
6336,3,17,27.8
6337,1,17,23.14
6337,2,17,18.56
6337,3,17,19.95
6338,1,17,21.7
6338,2,17,20.45
6338,3,17,16.15
6339,1,17,25.42
6339,2,17,24.25
6339,3,17,29.64
6340,1,17,35.87
6340,2,17,34.11
6340,3,17,39.28
6341,1,17,43.05
6341,2,17,32.53
6341,3,17,50.79
6342,1,17,44.0
6342,2,17,32.57
6342,3,17,53.75
6343,1,17,42.72
6343,2,17,34.22
6343,3,17,58.0
6344,1,17,40.96
6344,2,17,35.9
6344,3,17,55.33
6345,1,17,41.95
6345,2,17,36.07
6345,3,17,53.0
6346,1,17,40.1
6346,2,17,32.75
6346,3,17,49.92
6347,1,17,39.7
6347,2,17,36.73
6347,3,17,49.02
6348,1,17,37.62
6348,2,17,38.25
6348,3,17,48.01
6349,1,17,37.68
6349,2,17,40.37
6349,3,17,43.86
6350,1,17,39.32
6350,2,17,40.82
6350,3,17,42.53
6351,1,17,42.59
6351,2,17,41.7
6351,3,17,41.67
6352,1,17,45.58
6352,2,17,42.06
6352,3,17,41.75
6353,1,17,48.05
6353,2,17,44.99
6353,3,17,46.88
6354,1,17,47.04
6354,2,17,40.81
6354,3,17,52.04
6355,1,17,41.93
6355,2,17,37.25
6355,3,17,44.68
6356,1,17,38.3
6356,2,17,33.1
6356,3,17,44.16
6357,1,17,37.35
6357,2,17,28.51
6357,3,17,43.13
6358,1,17,35.0
6358,2,17,30.96
6358,3,17,41.52
6359,1,17,31.39
6359,2,17,28.55
6359,3,17,32.47
6360,1,17,29.8
6360,2,17,28.33
6360,3,17,30.07
6361,1,17,25.93
6361,2,17,27.71
6361,3,17,27.71
6362,1,17,26.2
6362,2,17,28.53
6362,3,17,28.53
6363,1,17,30.37
6363,2,17,33.2
6363,3,17,33.2
6364,1,17,42.25
6364,2,17,45.47
6364,3,17,47.87
6365,1,17,49.18
6365,2,17,47.98
6365,3,17,55.5
6366,1,17,54.5
6366,2,17,59.39
6366,3,17,63.72
6367,1,17,53.68
6367,2,17,55.55
6367,3,17,63.13
6368,1,17,53.03
6368,2,17,54.9
6368,3,17,58.57
6369,1,17,50.16
6369,2,17,55.61
6369,3,17,56.32
6370,1,17,47.61
6370,2,17,51.3
6370,3,17,52.56
6371,1,17,47.55
6371,2,17,49.91
6371,3,17,49.91
6372,1,17,46.6
6372,2,17,48.81
6372,3,17,50.2
6373,1,17,44.57
6373,2,17,46.96
6373,3,17,49.87
6374,1,17,44.37
6374,2,17,47.03
6374,3,17,50.1
6375,1,17,45.56
6375,2,17,47.92
6375,3,17,50.1
6376,1,17,47.23
6376,2,17,46.81
6376,3,17,51.19
6377,1,17,52.31
6377,2,17,50.07
6377,3,17,56.98
6378,1,17,49.94
6378,2,17,46.8
6378,3,17,57.49
6379,1,17,44.77
6379,2,17,43.99
6379,3,17,48.32
6380,1,17,44.58
6380,2,17,33.94
6380,3,17,44.64
6381,1,17,42.74
6381,2,17,28.26
6381,3,17,44.53
6382,1,17,42.49
6382,2,17,26.17
6382,3,17,42.56
6383,1,17,36.75
6383,2,17,26.97
6383,3,17,37.57
6384,1,17,33.87
6384,2,17,25.83
6384,3,17,37.87
6385,1,17,27.64
6385,2,17,24.08
6385,3,17,27.18
6386,1,17,27.24
6386,2,17,25.64
6386,3,17,25.64
6387,1,17,32.47
6387,2,17,26.79
6387,3,17,31.49
6388,1,17,44.03
6388,2,17,36.29
6388,3,17,36.29
6389,1,17,46.08
6389,2,17,43.92
6389,3,17,52.5
6390,1,17,46.4
6390,2,17,43.98
6390,3,17,57.51
6391,1,17,45.47
6391,2,17,41.92
6391,3,17,54.3
6392,1,17,46.3
6392,2,17,34.72
6392,3,17,51.92
6393,1,17,46.4
6393,2,17,29.1
6393,3,17,48.74
6394,1,17,44.03
6394,2,17,27.0
6394,3,17,46.99
6395,1,17,44.99
6395,2,17,27.43
6395,3,17,45.55
6396,1,17,44.6
6396,2,17,27.45
6396,3,17,46.86
6397,1,17,44.23
6397,2,17,27.43
6397,3,17,47.08
6398,1,17,44.27
6398,2,17,28.21
6398,3,17,46.99
6399,1,17,43.98
6399,2,17,33.97
6399,3,17,47.95
6400,1,17,41.85
6400,2,17,40.0
6400,3,17,50.82
6401,1,17,45.03
6401,2,17,44.94
6401,3,17,55.84
6402,1,17,43.94
6402,2,17,42.1
6402,3,17,55.58
6403,1,17,42.46
6403,2,17,30.03
6403,3,17,47.04
6404,1,17,43.72
6404,2,17,27.87
6404,3,17,46.05
6405,1,17,42.3
6405,2,17,26.69
6405,3,17,44.5
6406,1,17,40.35
6406,2,17,26.05
6406,3,17,38.22
6407,1,17,33.54
6407,2,17,25.44
6407,3,17,35.17
6408,1,17,32.63
6408,2,17,24.05
6408,3,17,31.56
6409,1,17,27.1
6409,2,17,24.05
6409,3,17,29.93
6410,1,17,26.91
6410,2,17,25.22
6410,3,17,29.81
6411,1,17,31.05
6411,2,17,27.55
6411,3,17,32.75
6412,1,17,41.03
6412,2,17,42.04
6412,3,17,43.95
6413,1,17,48.03
6413,2,17,46.99
6413,3,17,53.59
6414,1,17,50.83
6414,2,17,46.94
6414,3,17,55.69
6415,1,17,48.29
6415,2,17,42.04
6415,3,17,55.99
6416,1,17,46.6
6416,2,17,39.91
6416,3,17,51.94
6417,1,17,46.44
6417,2,17,34.92
6417,3,17,50.57
6418,1,17,45.11
6418,2,17,28.74
6418,3,17,46.51
6419,1,17,45.02
6419,2,17,28.58
6419,3,17,45.03
6420,1,17,45.2
6420,2,17,28.78
6420,3,17,45.2
6421,1,17,45.08
6421,2,17,31.45
6421,3,17,46.17
6422,1,17,45.05
6422,2,17,34.24
6422,3,17,44.94
6423,1,17,45.98
6423,2,17,43.92
6423,3,17,46.13
6424,1,17,47.67
6424,2,17,45.97
6424,3,17,50.01
6425,1,17,50.27
6425,2,17,49.36
6425,3,17,52.32
6426,1,17,48.97
6426,2,17,44.99
6426,3,17,55.06
6427,1,17,45.47
6427,2,17,42.08
6427,3,17,47.53
6428,1,17,45.04
6428,2,17,36.31
6428,3,17,47.12
6429,1,17,45.01
6429,2,17,29.55
6429,3,17,45.91
6430,1,17,40.01
6430,2,17,31.72
6430,3,17,42.08
6431,1,17,36.68
6431,2,17,28.63
6431,3,17,40.0
6432,1,17,36.01
6432,2,17,27.86
6432,3,17,36.14
6433,1,17,31.05
6433,2,17,28.51
6433,3,17,31.88
6434,1,17,29.93
6434,2,17,28.64
6434,3,17,31.07
6435,1,17,30.88
6435,2,17,29.76
6435,3,17,30.93
6436,1,17,33.74
6436,2,17,30.01
6436,3,17,32.22
6437,1,17,38.03
6437,2,17,38.34
6437,3,17,40.54
6438,1,17,41.31
6438,2,17,42.07
6438,3,17,42.07
6439,1,17,43.43
6439,2,17,38.05
6439,3,17,45.8
6440,1,17,40.04
6440,2,17,31.82
6440,3,17,42.68
6441,1,17,40.01
6441,2,17,29.04
6441,3,17,40.4
6442,1,17,38.23
6442,2,17,27.34
6442,3,17,39.21
6443,1,17,36.4
6443,2,17,27.57
6443,3,17,36.33
6444,1,17,34.56
6444,2,17,28.4
6444,3,17,33.7
6445,1,17,33.33
6445,2,17,28.68
6445,3,17,32.35
6446,1,17,34.01
6446,2,17,28.66
6446,3,17,31.55
6447,1,17,35.4
6447,2,17,36.76
6447,3,17,38.75
6448,1,17,41.07
6448,2,17,43.71
6448,3,17,43.71
6449,1,17,45.28
6449,2,17,47.97
6449,3,17,49.91
6450,1,17,45.29
6450,2,17,42.29
6450,3,17,50.66
6451,1,17,43.56
6451,2,17,35.44
6451,3,17,41.09
6452,1,17,42.45
6452,2,17,31.07
6452,3,17,41.3
6453,1,17,40.79
6453,2,17,28.31
6453,3,17,40.01
6454,1,17,34.69
6454,2,17,28.07
6454,3,17,38.04
6455,1,17,33.72
6455,2,17,26.03
6455,3,17,35.07
6456,1,17,31.33
6456,2,17,24.01
6456,3,17,33.28
6457,1,17,26.74
6457,2,17,25.13
6457,3,17,29.56
6458,1,17,25.53
6458,2,17,23.78
6458,3,17,26.44
6459,1,17,27.38
6459,2,17,23.48
6459,3,17,28.0
6460,1,17,28.47
6460,2,17,25.49
6460,3,17,30.88
6461,1,17,31.94
6461,2,17,28.5
6461,3,17,30.08
6462,1,17,31.25
6462,2,17,30.09
6462,3,17,30.51
6463,1,17,29.02
6463,2,17,29.06
6463,3,17,32.21
6464,1,17,24.17
6464,2,17,23.33
6464,3,17,30.48
6465,1,17,25.9
6465,2,17,19.05
6465,3,17,31.79
6466,1,17,25.34
6466,2,17,15.96
6466,3,17,35.84
6467,1,17,22.94
6467,2,17,15.09
6467,3,17,30.13
6468,1,17,16.8
6468,2,17,14.31
6468,3,17,21.64
6469,1,17,17.23
6469,2,17,14.5
6469,3,17,18.95
6470,1,17,19.75
6470,2,17,16.83
6470,3,17,22.93
6471,1,17,28.73
6471,2,17,28.09
6471,3,17,30.68
6472,1,17,38.3
6472,2,17,38.97
6472,3,17,41.14
6473,1,17,44.57
6473,2,17,44.93
6473,3,17,49.2
6474,1,17,44.42
6474,2,17,41.94
6474,3,17,50.84
6475,1,17,39.97
6475,2,17,31.96
6475,3,17,44.21
6476,1,17,37.93
6476,2,17,31.43
6476,3,17,43.0
6477,1,17,36.86
6477,2,17,24.27
6477,3,17,39.5
6478,1,17,33.69
6478,2,17,24.37
6478,3,17,37.07
6479,1,17,31.05
6479,2,17,23.97
6479,3,17,30.31
6480,1,17,29.08
6480,2,17,23.9
6480,3,17,29.5
6481,1,17,25.95
6481,2,17,23.43
6481,3,17,26.12
6482,1,17,26.05
6482,2,17,20.16
6482,3,17,25.05
6483,1,17,30.12
6483,2,17,24.84
6483,3,17,34.23
6484,1,17,42.25
6484,2,17,43.25
6484,3,17,45.87
6485,1,17,49.05
6485,2,17,53.33
6485,3,17,53.33
6486,1,17,48.66
6486,2,17,54.42
6486,3,17,55.19
6487,1,17,47.04
6487,2,17,42.59
6487,3,17,54.45
6488,1,17,46.78
6488,2,17,35.85
6488,3,17,53.61
6489,1,17,46.93
6489,2,17,28.58
6489,3,17,51.41
6490,1,17,45.33
6490,2,17,26.87
6490,3,17,45.46
6491,1,17,44.92
6491,2,17,26.72
6491,3,17,44.96
6492,1,17,43.91
6492,2,17,26.71
6492,3,17,48.37
6493,1,17,43.43
6493,2,17,29.04
6493,3,17,45.23
6494,1,17,42.28
6494,2,17,32.06
6494,3,17,47.29
6495,1,17,44.2
6495,2,17,42.42
6495,3,17,43.97
6496,1,17,46.99
6496,2,17,46.95
6496,3,17,50.07
6497,1,17,50.36
6497,2,17,54.99
6497,3,17,57.12
6498,1,17,47.69
6498,2,17,46.42
6498,3,17,52.42
6499,1,17,43.68
6499,2,17,38.9
6499,3,17,45.81
6500,1,17,40.24
6500,2,17,31.26
6500,3,17,44.53
6501,1,17,36.89
6501,2,17,26.19
6501,3,17,42.5
6502,1,17,41.9
6502,2,17,28.51
6502,3,17,40.25
6503,1,17,36.11
6503,2,17,28.47
6503,3,17,33.2
6504,1,17,35.58
6504,2,17,26.04
6504,3,17,31.08
6505,1,17,32.08
6505,2,17,24.87
6505,3,17,28.06
6506,1,17,31.52
6506,2,17,26.55
6506,3,17,27.8
6507,1,17,35.08
6507,2,17,28.5
6507,3,17,34.2
6508,1,17,44.44
6508,2,17,41.59
6508,3,17,43.85
6509,1,17,51.31
6509,2,17,50.94
6509,3,17,53.01
6510,1,17,51.0
6510,2,17,55.44
6510,3,17,56.69
6511,1,17,49.04
6511,2,17,39.6
6511,3,17,57.18
6512,1,17,48.79
6512,2,17,33.77
6512,3,17,51.11
6513,1,17,47.73
6513,2,17,28.39
6513,3,17,48.98
6514,1,17,46.1
6514,2,17,26.98
6514,3,17,45.13
6515,1,17,45.87
6515,2,17,27.48
6515,3,17,44.0
6516,1,17,45.03
6516,2,17,27.71
6516,3,17,40.57
6517,1,17,44.08
6517,2,17,28.33
6517,3,17,39.76
6518,1,17,44.03
6518,2,17,29.02
6518,3,17,37.86
6519,1,17,45.0
6519,2,17,34.04
6519,3,17,37.28
6520,1,17,46.36
6520,2,17,43.36
6520,3,17,43.36
6521,1,17,49.1
6521,2,17,51.64
6521,3,17,51.64
6522,1,17,46.95
6522,2,17,43.76
6522,3,17,48.61
6523,1,17,43.69
6523,2,17,38.02
6523,3,17,40.01
6524,1,17,43.45
6524,2,17,33.33
6524,3,17,41.67
6525,1,17,41.99
6525,2,17,28.54
6525,3,17,40.32
6526,1,17,37.47
6526,2,17,28.17
6526,3,17,38.51
6527,1,17,31.61
6527,2,17,28.12
6527,3,17,29.76
6528,1,17,28.69
6528,2,17,26.91
6528,3,17,28.01
6529,1,17,25.86
6529,2,17,26.66
6529,3,17,27.38
6530,1,17,27.88
6530,2,17,27.0
6530,3,17,27.0
6531,1,17,31.05
6531,2,17,28.63
6531,3,17,30.55
6532,1,17,42.9
6532,2,17,42.93
6532,3,17,42.93
6533,1,17,51.42
6533,2,17,53.78
6533,3,17,53.78
6534,1,17,54.01
6534,2,17,55.5
6534,3,17,55.5
6535,1,17,46.99
6535,2,17,43.09
6535,3,17,49.27
6536,1,17,47.02
6536,2,17,37.09
6536,3,17,45.51
6537,1,17,46.75
6537,2,17,32.14
6537,3,17,43.22
6538,1,17,44.91
6538,2,17,28.13
6538,3,17,43.63
6539,1,17,44.09
6539,2,17,29.25
6539,3,17,38.28
6540,1,17,41.98
6540,2,17,30.07
6540,3,17,38.25
6541,1,17,38.25
6541,2,17,31.7
6541,3,17,34.14
6542,1,17,37.83
6542,2,17,33.28
6542,3,17,33.89
6543,1,17,42.33
6543,2,17,42.7
6543,3,17,43.01
6544,1,17,48.68
6544,2,17,50.0
6544,3,17,50.0
6545,1,17,54.41
6545,2,17,58.0
6545,3,17,58.0
6546,1,17,48.98
6546,2,17,48.93
6546,3,17,51.39
6547,1,17,44.36
6547,2,17,42.0
6547,3,17,46.79
6548,1,17,43.91
6548,2,17,34.56
6548,3,17,43.94
6549,1,17,42.42
6549,2,17,29.72
6549,3,17,41.43
6550,1,17,39.02
6550,2,17,30.03
6550,3,17,38.56
6551,1,17,34.51
6551,2,17,30.09
6551,3,17,31.27
6552,1,17,32.02
6552,2,17,28.62
6552,3,17,30.66
6553,1,17,30.72
6553,2,17,29.14
6553,3,17,29.14
6554,1,17,30.69
6554,2,17,29.4
6554,3,17,29.4
6555,1,17,32.79
6555,2,17,32.77
6555,3,17,32.87
6556,1,17,45.04
6556,2,17,44.97
6556,3,17,44.97
6557,1,17,55.44
6557,2,17,56.0
6557,3,17,56.0
6558,1,17,57.94
6558,2,17,59.06
6558,3,17,59.06
6559,1,17,49.87
6559,2,17,48.46
6559,3,17,49.02
6560,1,17,46.64
6560,2,17,34.45
6560,3,17,43.15
6561,1,17,45.86
6561,2,17,30.44
6561,3,17,41.73
6562,1,17,44.98
6562,2,17,29.14
6562,3,17,43.93
6563,1,17,43.13
6563,2,17,30.02
6563,3,17,39.21
6564,1,17,42.99
6564,2,17,28.81
6564,3,17,34.28
6565,1,17,42.86
6565,2,17,31.38
6565,3,17,34.51
6566,1,17,42.48
6566,2,17,36.26
6566,3,17,36.38
6567,1,17,44.71
6567,2,17,44.48
6567,3,17,44.48
6568,1,17,50.76
6568,2,17,51.57
6568,3,17,51.57
6569,1,17,58.91
6569,2,17,61.0
6569,3,17,61.0
6570,1,17,53.05
6570,2,17,55.0
6570,3,17,55.0
6571,1,17,45.76
6571,2,17,44.95
6571,3,17,44.95
6572,1,17,44.67
6572,2,17,39.96
6572,3,17,43.03
6573,1,17,42.91
6573,2,17,30.43
6573,3,17,41.79
6574,1,17,41.03
6574,2,17,31.37
6574,3,17,43.45
6575,1,17,34.98
6575,2,17,30.98
6575,3,17,40.51
6576,1,17,33.08
6576,2,17,29.93
6576,3,17,38.27
6577,1,17,32.07
6577,2,17,30.15
6577,3,17,31.39
6578,1,17,32.03
6578,2,17,30.82
6578,3,17,31.54
6579,1,17,34.82
6579,2,17,32.3
6579,3,17,37.2
6580,1,17,45.01
6580,2,17,44.68
6580,3,17,44.68
6581,1,17,56.97
6581,2,17,54.92
6581,3,17,54.92
6582,1,17,59.49
6582,2,17,60.0
6582,3,17,60.0
6583,1,17,51.4
6583,2,17,46.96
6583,3,17,51.34
6584,1,17,49.7
6584,2,17,37.92
6584,3,17,54.53
6585,1,17,48.95
6585,2,17,32.01
6585,3,17,54.03
6586,1,17,48.07
6586,2,17,30.07
6586,3,17,50.86
6587,1,17,47.03
6587,2,17,28.65
6587,3,17,47.56
6588,1,17,43.96
6588,2,17,28.91
6588,3,17,47.53
6589,1,17,43.01
6589,2,17,29.6
6589,3,17,44.5
6590,1,17,42.6
6590,2,17,32.02
6590,3,17,42.95
6591,1,17,44.19
6591,2,17,44.68
6591,3,17,44.68
6592,1,17,49.42
6592,2,17,48.1
6592,3,17,48.1
6593,1,17,55.14
6593,2,17,55.0
6593,3,17,55.0
6594,1,17,49.89
6594,2,17,49.03
6594,3,17,49.03
6595,1,17,44.93
6595,2,17,39.8
6595,3,17,47.58
6596,1,17,44.8
6596,2,17,33.5
6596,3,17,48.77
6597,1,17,42.4
6597,2,17,30.13
6597,3,17,44.75
6598,1,17,41.12
6598,2,17,26.75
6598,3,17,38.28
6599,1,17,37.94
6599,2,17,26.26
6599,3,17,34.02
6600,1,17,34.97
6600,2,17,26.39
6600,3,17,32.55
6601,1,17,31.08
6601,2,17,26.04
6601,3,17,29.04
6602,1,17,29.07
6602,2,17,24.77
6602,3,17,26.9
6603,1,17,30.36
6603,2,17,25.49
6603,3,17,28.54
6604,1,17,32.01
6604,2,17,24.03
6604,3,17,32.81
6605,1,17,36.75
6605,2,17,26.14
6605,3,17,38.49
6606,1,17,38.34
6606,2,17,28.06
6606,3,17,38.34
6607,1,17,40.82
6607,2,17,26.4
6607,3,17,43.24
6608,1,17,40.03
6608,2,17,24.67
6608,3,17,43.0
6609,1,17,39.46
6609,2,17,24.63
6609,3,17,41.87
6610,1,17,40.02
6610,2,17,23.53
6610,3,17,41.5
6611,1,17,37.19
6611,2,17,20.24
6611,3,17,39.89
6612,1,17,34.05
6612,2,17,21.94
6612,3,17,38.24
6613,1,17,33.07
6613,2,17,23.52
6613,3,17,37.22
6614,1,17,32.92
6614,2,17,24.05
6614,3,17,32.72
6615,1,17,36.02
6615,2,17,31.88
6615,3,17,33.81
6616,1,17,41.38
6616,2,17,40.3
6616,3,17,40.3
6617,1,17,45.55
6617,2,17,47.01
6617,3,17,47.01
6618,1,17,43.62
6618,2,17,41.95
6618,3,17,46.63
6619,1,17,39.06
6619,2,17,37.79
6619,3,17,41.23
6620,1,17,41.09
6620,2,17,40.28
6620,3,17,41.44
6621,1,17,38.5
6621,2,17,30.35
6621,3,17,41.5
6622,1,17,33.82
6622,2,17,27.63
6622,3,17,39.81
6623,1,17,32.0
6623,2,17,27.01
6623,3,17,38.18
6624,1,17,31.05
6624,2,17,26.82
6624,3,17,35.12
6625,1,17,26.08
6625,2,17,24.0
6625,3,17,32.92
6626,1,17,25.12
6626,2,17,25.7
6626,3,17,30.11
6627,1,17,26.4
6627,2,17,26.13
6627,3,17,29.54
6628,1,17,30.59
6628,2,17,26.14
6628,3,17,33.0
6629,1,17,30.6
6629,2,17,27.52
6629,3,17,34.98
6630,1,17,30.38
6630,2,17,30.02
6630,3,17,36.5
6631,1,17,27.06
6631,2,17,31.95
6631,3,17,37.96
6632,1,17,25.37
6632,2,17,30.53
6632,3,17,39.15
6633,1,17,25.61
6633,2,17,31.62
6633,3,17,38.66
6634,1,17,26.01
6634,2,17,29.24
6634,3,17,38.0
6635,1,17,22.93
6635,2,17,27.09
6635,3,17,35.0
6636,1,17,21.02
6636,2,17,26.06
6636,3,17,29.41
6637,1,17,19.33
6637,2,17,26.01
6637,3,17,27.09
6638,1,17,20.33
6638,2,17,25.44
6638,3,17,25.44
6639,1,17,27.93
6639,2,17,31.8
6639,3,17,31.8
6640,1,17,36.51
6640,2,17,40.48
6640,3,17,40.48
6641,1,17,43.04
